fpr,tpr
0.0,0.0
0.3625,0.8951048951048951
0.3630434782608696,0.8951048951048951
0.3635869565217391,0.951048951048951
0.3641304347826087,0.951048951048951
0.36467391304347824,0.9545454545454546
0.3652173913043478,0.9615384615384616
0.3657608695652174,0.9685314685314685
0.36630434782608695,0.9790209790209791
0.36684782608695654,0.9790209790209791
0.3673913043478261,0.9790209790209791
0.36793478260869567,0.9790209790209791
0.3684782608695652,0.9790209790209791
0.3690217391304348,0.9790209790209791
0.3695652173913043,0.9790209790209791
0.3701086956521739,0.9790209790209791
0.3706521739130435,0.9790209790209791
0.37119565217391304,0.9790209790209791
0.3717391304347826,0.9825174825174825
0.37228260869565216,0.9825174825174825
0.37282608695652175,0.9825174825174825
0.3733695652173913,0.9825174825174825
0.3739130434782609,0.9825174825174825
0.3744565217391304,0.9825174825174825
0.375,0.9825174825174825
0.3755434782608696,0.9825174825174825
0.3760869565217391,0.9825174825174825
0.3766304347826087,0.9825174825174825
0.37717391304347825,0.986013986013986
0.37771739130434784,0.986013986013986
0.3782608695652174,0.986013986013986
0.37880434782608696,0.986013986013986
0.3793478260869565,0.986013986013986
0.3798913043478261,0.986013986013986
0.3804347826086957,0.986013986013986
0.3809782608695652,0.986013986013986
0.3815217391304348,0.986013986013986
0.38206521739130433,0.986013986013986
0.3826086956521739,0.986013986013986
0.38315217391304346,0.986013986013986
0.38369565217391305,0.986013986013986
0.3842391304347826,0.986013986013986
0.3847826086956522,0.986013986013986
0.38532608695652176,0.986013986013986
0.3858695652173913,0.986013986013986
0.3864130434782609,0.986013986013986
0.3869565217391304,0.986013986013986
0.3875,0.986013986013986
0.38804347826086955,0.986013986013986
0.38858695652173914,0.986013986013986
0.38913043478260867,0.986013986013986
0.38967391304347826,0.986013986013986
0.39021739130434785,0.986013986013986
0.3907608695652174,0.986013986013986
0.391304347826087,0.986013986013986
0.3918478260869565,0.986013986013986
0.3923913043478261,0.986013986013986
0.39293478260869563,0.986013986013986
0.3934782608695652,0.986013986013986
0.39402173913043476,0.986013986013986
0.39456521739130435,0.986013986013986
0.39510869565217394,0.986013986013986
0.39565217391304347,0.986013986013986
0.39619565217391306,0.986013986013986
0.3967391304347826,0.986013986013986
0.3972826086956522,0.986013986013986
0.3978260869565217,0.986013986013986
0.3983695652173913,0.986013986013986
0.39891304347826084,0.986013986013986
0.39945652173913043,0.986013986013986
0.4,0.986013986013986
0.40054347826086956,0.986013986013986
0.40108695652173915,0.986013986013986
0.4016304347826087,0.986013986013986
0.40217391304347827,0.986013986013986
0.4027173913043478,0.986013986013986
0.4032608695652174,0.986013986013986
0.40380434782608693,0.986013986013986
0.4043478260869565,0.986013986013986
0.4048913043478261,0.986013986013986
0.40543478260869564,0.986013986013986
0.40597826086956523,0.986013986013986
0.40652173913043477,0.986013986013986
0.40706521739130436,0.986013986013986
0.4076086956521739,0.986013986013986
0.4081521739130435,0.986013986013986
0.40869565217391307,0.986013986013986
