event_id,object,index,iso_dr,iso,conversionType,obj_pt
1,photon,0,0.2,0.0,0.0,82.7874
1,photon,1,0.2,0.0,0.0,82.1552
1,jet,0,0.2,1.6517785349593554,,28.3801
1,jet,1,0.2,0.0,,20.7891
1,jet,2,0.2,0.16735303598146803,,20.7857
1,jet,3,0.2,0.0,,20.0992
2,photon,0,0.2,0.0,0.0,211.156
2,jet,0,0.2,0.7457444290916309,,130.993
2,jet,1,0.2,0.29319733482270444,,53.5349
2,jet,2,0.2,0.0,,35.7151
2,jet,3,0.2,0.2732896387818668,,33.8715
2,jet,4,0.2,0.0,,27.08
2,jet,5,0.2,0.0,,22.1304
2,jet,6,0.2,0.0,,21.8492
2,jet,7,0.2,0.0,,21.5769
2,jet,8,0.2,0.0,,20.5059
3,jet,0,0.2,0.9455051846268895,,169.829
3,jet,1,0.2,0.8114654458617834,,83.333
3,jet,2,0.2,0.0,,44.3287
3,jet,3,0.2,0.0,,27.8145
3,jet,4,0.2,0.2366050426261903,,22.0639
4,photon,0,0.2,0.0,0.0,35.4618
4,jet,0,0.2,0.0,,37.6683
4,jet,1,0.2,1.0064057645926174,,20.1506
5,photon,0,0.2,0.06471554572181978,0.0,49.4895
5,jet,0,0.2,1.150771204707124,,80.3548
5,jet,1,0.2,0.0,,22.974
6,photon,0,0.2,0.0,0.0,70.5529
6,jet,0,0.2,0.8425210389443804,,65.4857
6,jet,1,0.2,0.07724439886399495,,43.0984
6,jet,2,0.2,0.3111054292328671,,25.2264
6,jet,3,0.2,0.6957217552452181,,22.6635
6,jet,4,0.2,0.0,,22.0747
7,photon,0,0.2,0.0,0.0,72.9762
7,jet,0,0.2,0.9853296516732757,,66.8539
7,jet,1,0.2,0.5341670391950357,,52.7924
7,jet,2,0.2,0.0,,33.6322
7,jet,3,0.2,0.2958543957475637,,26.8646
7,jet,4,0.2,0.0,,23.4277
7,jet,5,0.2,0.0,,21.8599
8,photon,0,0.2,0.0,0.0,64.0158
8,jet,0,0.2,0.7326513623276296,,71.2347
8,jet,1,0.2,0.9117171519895652,,57.3467
8,jet,2,0.2,0.33311574868666277,,32.5697
8,jet,3,0.2,0.28645281018027574,,26.404
8,jet,4,0.2,0.18828693558423287,,22.1778
