experiment,loaded_from_cache,n_total_objects,n_train_objects,n_val_objects,n_test_objects,n_features_after_drop,n_events_requested,dataset_load_time_total_s,dataset_build_time_total_s,dataset_build_io_time_total_s,dataset_build_feature_time_total_s,drop_feature_time_total_s,model_build_time_total_s,training_time_total_s,inference_time_val_total_s,inference_time_test_total_s,postproc_time_total_s,total_wall_time_s,feature_build_time_per_object_s,inference_time_val_per_object_s,inference_time_test_per_object_s,feature_plus_test_inference_per_object_s,val_auc,test_auc,iso_dr,trk_pt_min,converted_photons
treehgb_classifier,True,86881,55913,13901,17067,38,10000,0.24250740000570659,0.0,0.0,0.0,4.00003045797348e-07,3.970000398112461e-05,8.582755099996575,0.7225940999996965,0.9165216000037617,5.267855699996289,14.136431099999754,,5.198144737786465e-05,5.370138864497344e-05,,0.906949667137737,0.9041147187775925,0.2,0.75,excluded
