target_tpr,val_fake_rate,val_threshold,val_achieved_tpr,test_fake_rate,test_threshold,test_achieved_tpr
0.8,0.1335819080813812,0.33233821946474,0.8,0.13849413946096284,0.31730623606260305,0.8
0.9,0.1601685985247629,0.1865264366841145,0.9,0.16515462552148863,0.1688073349875867,0.9
0.95,0.220231822971549,0.05208414524366556,0.95,0.21720415866498907,0.0535772201612789,0.95
