event_id,object,index,iso_dr,iso,conversionType,obj_pt
1,photon,0,0.2,0.07944593017778068,0.0,82.7874
1,photon,1,0.2,0.0494408509747405,0.0,82.1552
1,jet,0,0.2,1.9479798168434928,,28.3801
1,jet,1,0.2,0.11512908206704474,,20.7891
1,jet,2,0.2,0.3369302453128834,,20.7857
1,jet,3,0.2,0.19033692883298836,,20.0992
2,photon,0,0.2,0.0427520411449355,0.0,211.156
2,jet,0,0.2,0.8483479269884651,,130.993
2,jet,1,0.2,0.3913852458863284,,53.5349
2,jet,2,0.2,0.23356230277949663,,35.7151
2,jet,3,0.2,0.40065128500361663,,33.8715
2,jet,4,0.2,0.5041097858197932,,27.08
2,jet,5,0.2,0.26262652279217724,,22.1304
2,jet,6,0.2,0.492215458689563,,21.8492
2,jet,7,0.2,0.43000176114270355,,21.5769
2,jet,8,0.2,0.35124622669573147,,20.5059
3,jet,0,0.2,0.9658534761436504,,169.829
3,jet,1,0.2,0.8808290833163333,,83.333
3,jet,2,0.2,0.0,,44.3287
3,jet,3,0.2,0.03461011343004548,,27.8145
3,jet,4,0.2,0.8347856906530577,,22.0639
4,photon,0,0.2,0.11854212138131738,0.0,35.4618
4,jet,0,0.2,0.1389457448305339,,37.6683
4,jet,1,0.2,1.4857362063660635,,20.1506
5,photon,0,0.2,0.12602669253073884,0.0,49.4895
5,jet,0,0.2,1.2438319552783403,,80.3548
5,jet,1,0.2,0.15076503873944458,,22.974
6,photon,0,0.2,0.04439151331837529,0.0,70.5529
6,jet,0,0.2,1.0565737252560483,,65.4857
6,jet,1,0.2,0.13551152711005512,,43.0984
6,jet,2,0.2,0.5376839342910602,,25.2264
6,jet,3,0.2,1.118367286606217,,22.6635
6,jet,4,0.2,0.4202241027058125,,22.0747
7,photon,0,0.2,0.05843936790350826,0.0,72.9762
7,jet,0,0.2,1.1337621290605335,,66.8539
7,jet,1,0.2,0.6392588705950099,,52.7924
7,jet,2,0.2,0.1679453024185156,,33.6322
7,jet,3,0.2,0.6503219850658487,,26.8646
7,jet,4,0.2,0.2002304963782189,,23.4277
7,jet,5,0.2,0.434286387403419,,21.8599
8,photon,0,0.2,0.09220114409255216,0.0,64.0158
8,jet,0,0.2,0.8006558882117844,,71.2347
8,jet,1,0.2,1.1127019863392311,,57.3467
8,jet,2,0.2,0.697239121023528,,32.5697
8,jet,3,0.2,0.367248522951068,,26.404
8,jet,4,0.2,0.3877361144928712,,22.1778
8,jet,5,0.2,0.40860541399243944,,20.3953
9,photon,0,0.2,0.01246693228332097,0.0,89.9291
9,jet,0,0.2,0.49623500974480783,,131.352
9,jet,1,0.2,1.0154740307676644,,117.851
9,jet,2,0.2,0.47252222691934237,,60.5572
10,photon,0,0.2,0.011859898180475876,0.0,130.034
10,photon,1,0.2,0.02567289801403663,0.0,60.5701
10,jet,0,0.2,0.8592292224201595,,87.1769
10,jet,1,0.2,0.6293524575406588,,54.9879
10,jet,2,0.2,1.1110726828607318,,27.3063
11,photon,0,0.2,0.07885509027834686,0.0,109.827
11,jet,0,0.2,0.7804156487610633,,174.787
11,jet,1,0.2,0.7041747502863991,,83.2754
11,jet,2,0.2,0.27705634791861894,,41.7247
11,jet,3,0.2,0.9167490531068135,,40.8441
11,jet,4,0.2,0.6031224742003306,,31.1535
11,jet,5,0.2,0.15569195639966232,,26.8897
11,jet,6,0.2,0.14588144459242958,,25.9035
11,jet,7,0.2,0.08735648845111618,,23.249
11,jet,8,0.2,0.22081454224697433,,23.1271
12,photon,0,0.2,0.04892388192319084,0.0,121.548
12,jet,0,0.2,0.7767556415833308,,77.2877
12,jet,1,0.2,0.8694246171768286,,68.1581
12,jet,2,0.2,0.2827698370060203,,43.3697
12,jet,3,0.2,0.3140056442612502,,35.9303
12,jet,4,0.2,0.33197025161341615,,28.9293
12,jet,5,0.2,0.8147890230254718,,26.8963
12,jet,6,0.2,0.0,,21.0039
13,jet,0,0.2,0.9521543493223349,,193.237
13,jet,1,0.2,0.6853334971796455,,166.823
13,jet,2,0.2,0.317567445249657,,35.1322
13,jet,3,0.2,0.4602740458425678,,33.4798
13,jet,4,0.2,0.0,,20.6409
14,photon,0,0.2,0.016632191177129652,0.0,200.819
14,jet,0,0.2,0.6746241741311713,,101.257
14,jet,1,0.2,0.448058904854236,,46.7262
14,jet,2,0.2,1.0309489837435966,,21.6284
15,jet,0,0.2,0.749853065969195,,86.025
17,photon,0,0.2,0.006497151037666979,0.0,210.954
17,photon,1,0.2,0.06981104425170986,0.0,55.9549
17,jet,0,0.2,1.0030421468050321,,202.459
17,jet,1,0.2,0.8085836009193004,,24.5404
18,photon,0,0.2,0.06306378140977113,0.0,77.1416
18,jet,0,0.2,0.4204748198542731,,124.205
18,jet,1,0.2,0.0923330945330471,,84.7291
18,jet,2,0.2,0.348889197725837,,47.49
18,jet,3,0.2,0.3236426205473501,,44.1984
18,jet,4,0.2,0.1531577217083822,,38.6307
18,jet,5,0.2,0.438039881306906,,37.4411
18,jet,6,0.2,0.3164990332936112,,32.8952
18,jet,7,0.2,0.08079484699742714,,32.8818
18,jet,8,0.2,0.3588547522631638,,32.8191
18,jet,9,0.2,0.4484371027288053,,32.8019
18,jet,10,0.2,0.383581184922756,,32.4038
18,jet,11,0.2,0.44554295544352085,,29.356
18,jet,12,0.2,0.4269865978207222,,28.9729
18,jet,13,0.2,0.2690320146748348,,28.893
18,jet,14,0.2,0.4389506327805425,,27.0868
18,jet,15,0.2,0.30426130930067097,,26.1422
18,jet,16,0.2,0.461608194898518,,24.1028
18,jet,17,0.2,0.14570610837643053,,24.0735
18,jet,18,0.2,0.4192201636688406,,24.073
18,jet,19,0.2,0.37876034199193986,,23.8953
18,jet,20,0.2,0.49581241365367124,,23.7416
18,jet,21,0.2,0.5045571913637361,,23.2369
18,jet,22,0.2,0.41120215638258745,,22.2966
18,jet,23,0.2,0.4135712240678043,,22.0045
18,jet,24,0.2,0.7056051376933509,,21.4571
20,photon,0,0.2,0.05214337087064898,0.0,101.499
20,jet,0,0.2,0.6810674677504859,,70.7375
20,jet,1,0.2,0.6795831581783262,,43.0571
20,jet,2,0.2,1.433790945109192,,32.7359
21,photon,0,0.2,0.7418642434828415,0.0,43.2819
21,jet,0,0.2,0.14493901814436075,,173.773
21,jet,1,0.2,1.0249781777928193,,141.828
21,jet,2,0.2,0.6359594925926693,,67.6222
