event_id,object,index,iso_dr,iso,conversionType,obj_pt
1,photon,0,0.25,0.11722112302113606,0.0,82.7874
1,photon,1,0.25,0.0613255156094806,0.0,82.1552
1,jet,0,0.25,2.1307018650392355,,28.3801
1,jet,1,0.25,0.11512908206704474,,20.7891
1,jet,2,0.25,0.5108055538182501,,20.7857
1,jet,3,0.25,0.6848237243273364,,20.0992
2,photon,0,0.25,0.06156902953266779,0.0,211.156
2,jet,0,0.25,0.8483479269884651,,130.993
2,jet,1,0.25,0.4124223637290814,,53.5349
2,jet,2,0.25,0.3209546662336099,,35.7151
2,jet,3,0.25,0.5802871735825105,,33.8715
2,jet,4,0.25,0.675534084194978,,27.08
2,jet,5,0.25,0.7152193362975815,,22.1304
2,jet,6,0.25,0.7393343463376233,,21.8492
2,jet,7,0.25,0.8955667867024458,,21.5769
2,jet,8,0.25,0.5423600037062505,,20.5059
3,jet,0,0.25,0.9658534761436504,,169.829
3,jet,1,0.25,0.908378553514214,,83.333
3,jet,2,0.25,0.03799299325267829,,44.3287
3,jet,3,0.25,0.11517082816516566,,27.8145
3,jet,4,0.25,1.027617873540036,,22.0639
4,photon,0,0.25,0.16116798921656544,0.0,35.4618
4,jet,0,0.25,0.19052200391310464,,37.6683
4,jet,1,0.25,1.4857362063660635,,20.1506
5,photon,0,0.25,0.2813493367279928,0.0,49.4895
5,jet,0,0.25,1.3157696739958284,,80.3548
5,jet,1,0.25,0.25209262644728825,,22.974
6,photon,0,0.25,0.057564905198794106,0.0,70.5529
6,jet,0,0.25,1.1612207397951007,,65.4857
6,jet,1,0.25,0.2166067881870325,,43.0984
6,jet,2,0.25,0.763548901151175,,25.2264
6,jet,3,0.25,1.2918883667571206,,22.6635
6,jet,4,0.25,0.504314214915718,,22.0747
7,photon,0,0.25,0.05843936790350826,0.0,72.9762
7,jet,0,0.25,1.1666304134837309,,66.8539
7,jet,1,0.25,0.7040119411127359,,52.7924
7,jet,2,0.25,0.41892680229066204,,33.6322
7,jet,3,0.25,0.7127491196593286,,26.8646
7,jet,4,0.25,0.2862393662203289,,23.4277
7,jet,5,0.25,0.434286387403419,,21.8599
8,photon,0,0.25,0.11758394021475949,0.0,64.0158
8,jet,0,0.25,0.8626850678110528,,71.2347
8,jet,1,0.25,1.130369262747464,,57.3467
8,jet,2,0.25,0.882337540720363,,32.5697
8,jet,3,0.25,0.42243334343281325,,26.404
8,jet,4,0.25,0.3877361144928712,,22.1778
8,jet,5,0.25,0.7957107765024294,,20.3953
9,photon,0,0.25,0.06462544382185523,0.0,89.9291
9,jet,0,0.25,0.5083786390766795,,131.352
9,jet,1,0.25,1.0154740307676644,,117.851
9,jet,2,0.25,0.5374707384093056,,60.5572
10,photon,0,0.25,0.011859898180475876,0.0,130.034
10,photon,1,0.25,0.046943293803378236,0.0,60.5701
10,jet,0,0.25,0.8748494153841212,,87.1769
10,jet,1,0.25,1.0436102851718285,,54.9879
10,jet,2,0.25,1.1110726828607318,,27.3063
11,photon,0,0.25,0.17051080335436639,0.0,109.827
11,jet,0,0.25,0.8069760050804692,,174.787
11,jet,1,0.25,0.8009716434865518,,83.2754
11,jet,2,0.25,0.48163632093220565,,41.7247
11,jet,3,0.25,0.9167490531068135,,40.8441
11,jet,4,0.25,0.793907682924872,,31.1535
11,jet,5,0.25,0.2918909470912654,,26.8897
11,jet,6,0.25,0.23512119983785976,,25.9035
11,jet,7,0.25,0.2584499978493699,,23.249
11,jet,8,0.25,0.3014264650561463,,23.1271
12,photon,0,0.25,0.05652876229966762,0.0,121.548
12,jet,0,0.25,0.7767556415833308,,77.2877
12,jet,1,0.25,0.8941764808584746,,68.1581
12,jet,2,0.25,0.3672733037120386,,43.3697
12,jet,3,0.25,0.38025557816105066,,35.9303
12,jet,4,0.25,0.41444151776918203,,28.9293
12,jet,5,0.25,1.1627112279384153,,26.8963
12,jet,6,0.25,0.0,,21.0039
13,jet,0,0.25,0.9626314732685771,,193.237
13,jet,1,0.25,0.7050088417064794,,166.823
13,jet,2,0.25,0.449033166155265,,35.1322
13,jet,3,0.25,0.5799730882502285,,33.4798
13,jet,4,0.25,0.0,,20.6409
14,photon,0,0.25,0.03803898037536289,0.0,200.819
14,jet,0,0.25,0.6846865895691162,,101.257
14,jet,1,0.25,0.5256564839426275,,46.7262
14,jet,2,0.25,1.2785012760999428,,21.6284
15,jet,0,0.25,0.8027064225515838,,86.025
17,photon,0,0.25,0.006497151037666979,0.0,210.954
17,photon,1,0.25,0.18426071711324657,0.0,55.9549
17,jet,0,0.25,1.0787603909927441,,202.459
17,jet,1,0.25,0.8613765464295611,,24.5404
18,photon,0,0.25,0.14087562352867974,0.0,77.1416
18,jet,0,0.25,0.562392456020289,,124.205
18,jet,1,0.25,0.10417318253114928,,84.7291
18,jet,2,0.25,0.3725143819751527,,47.49
18,jet,3,0.25,0.3912063558861859,,44.1984
18,jet,4,0.25,0.3056475808100811,,38.6307
18,jet,5,0.25,0.5438094767514844,,37.4411
18,jet,6,0.25,0.8133317018896373,,32.8952
18,jet,7,0.25,0.2754751868814968,,32.8818
18,jet,8,0.25,0.49949632988107534,,32.8191
18,jet,9,0.25,0.5771030946378106,,32.8019
18,jet,10,0.25,0.5840814040328604,,32.4038
18,jet,11,0.25,0.6365376413680337,,29.356
18,jet,12,0.25,0.483079015217669,,28.9729
18,jet,13,0.25,0.7625405115425882,,28.893
18,jet,14,0.25,0.4389506327805425,,27.0868
18,jet,15,0.25,0.43650637666301995,,26.1422
18,jet,16,0.25,1.053467646912392,,24.1028
18,jet,17,0.25,0.5260193158452241,,24.0735
18,jet,18,0.25,0.7194337224276159,,24.073
18,jet,19,0.25,0.7121568676685374,,23.8953
18,jet,20,0.25,0.8742174916602082,,23.7416
18,jet,21,0.25,0.7579702972427476,,23.2369
18,jet,22,0.25,0.6834383717696868,,22.2966
18,jet,23,0.25,0.6555703606080575,,22.0045
18,jet,24,0.25,0.9569736823708702,,21.4571
20,photon,0,0.25,0.0943779249056641,0.0,101.499
20,jet,0,0.25,0.864408679978795,,70.7375
20,jet,1,0.25,0.7436804847516439,,43.0571
20,jet,2,0.25,1.4943897678084306,,32.7359
21,photon,0,0.25,0.8697297022542911,0.0,43.2819
21,jet,0,0.25,0.17612021430256716,,173.773
21,jet,1,0.25,1.0475359237950195,,141.828
21,jet,2,0.25,0.6897594281168019,,67.6222
21,jet,3,0.25,0.5541962129485779,,52.0088
21,jet,4,0.25,0.7504666268304606,,51.5444
21,jet,5,0.25,0.7365497873951093,,32.7603
21,jet,6,0.25,0.47577782888531145,,30.0021
21,jet,7,0.25,0.942502973800059,,29.5077
21,jet,8,0.25,0.9795269687497845,,28.9854
21,jet,9,0.25,0.6867516212855622,,26.8614
21,jet,10,0.25,0.47184272912218167,,23.7908
21,jet,11,0.25,0.8411838000786404,,22.889
21,jet,12,0.25,0.9988954634216903,,22.1224
21,jet,13,0.25,0.4315184819921482,,21.0908
21,jet,14,0.25,0.9044272883585504,,20.2973
22,photon,0,0.25,0.027770929521054682,0.0,305.609
22,jet,0,0.25,0.3694410751319275,,243.505
22,jet,1,0.25,0.646911234895467,,125.128
22,jet,2,0.25,0.9568689220888656,,87.818
22,jet,3,0.25,1.0270705137012444,,32.7525
22,jet,4,0.25,0.8076421794822081,,30.9468
22,jet,5,0.25,0.21496821131284002,,30.514
