target_tpr,val_fake_rate,val_threshold,val_achieved_tpr,test_fake_rate,test_threshold,test_achieved_tpr
0.8,0.13641890248844937,0.39414517879486083,0.8,0.14502350837692868,0.37777964472770686,0.8
0.9,0.17038177839020832,0.2079785645008087,0.9,0.17876961790609894,0.17216083705425256,0.9
0.95,0.22144767771743537,0.05723373368382454,0.95,0.22304483146811466,0.05666155442595484,0.95
