experiment,loaded_from_cache,n_total_objects,n_train_objects,n_val_objects,n_test_objects,n_features_after_drop,n_events_requested,dataset_load_time_total_s,dataset_build_time_total_s,dataset_build_io_time_total_s,dataset_build_feature_time_total_s,drop_feature_time_total_s,scaling_time_total_s,model_build_time_total_s,training_time_total_s,inference_time_val_total_s,inference_time_test_total_s,postproc_time_total_s,total_wall_time_s,feature_build_time_per_object_s,inference_time_val_per_object_s,inference_time_test_per_object_s,feature_plus_test_inference_per_object_s,val_auc,test_auc,iso_dr,trk_pt_min,converted_photons
nn_classifier,True,86881,55913,13901,17067,38,10000,0.3831932000030065,0.0,0.0,0.0,5.999972927384079e-07,0.06180179999500979,2.0785510999994585,70.79879489999439,0.6064282000006642,0.7068273999975645,7.401377100002719,80.85151629999746,,4.3624789583530985e-05,4.14148590846408e-05,,0.9049129808715884,0.9026260480213156,0.2,0.75,excluded
