loaded_from_cache,n_events_requested,dataset_load_time_total_s,dataset_build_time_total_s,dataset_build_io_time_total_s,dataset_build_feature_time_total_s,xgboost_training_time_total_s,xgboost_permutation_time_total_s,treehgb_training_time_total_s,treehgb_permutation_time_total_s,nn_training_time_total_s,nn_permutation_time_total_s,total_wall_time_s,iso_dr,trk_pt_min,converted_photons
True,10000,0.08543289999943227,0.0,0.0,0.0,8.865066999998817,5.0743068999945535,7.357138799998211,27.115714899999148,51.37796619999426,26.56992999999784,129.53749850000167,0.2,0.75,excluded
