ntracks_iso,ntracks_total,frac_kept
10,2157,0.004636068613815485
2,2157,0.0009272137227630969
4,2157,0.0018544274455261937
3,2157,0.0013908205841446453
12,2609,0.0045994633959371405
6,2609,0.0022997316979685703
5,2609,0.0019164430816404753
5,2609,0.0019164430816404753
9,2609,0.0034495975469528554
4,2609,0.0015331544653123803
8,2609,0.0030663089306247606
7,2609,0.0026830203142966655
5,2609,0.0019164430816404753
5,1782,0.0028058361391694723
8,1782,0.004489337822671156
0,1782,0.0
1,1782,0.0005611672278338945
9,1782,0.005050505050505051
3,1842,0.0016286644951140066
9,1842,0.004885993485342019
13,1234,0.01053484602917342
2,1234,0.0016207455429497568
15,2176,0.006893382352941176
3,2176,0.0013786764705882354
4,2176,0.001838235294117647
9,2176,0.004136029411764706
7,2176,0.003216911764705882
13,1990,0.006532663316582915
8,1990,0.004020100502512563
3,1990,0.001507537688442211
8,1990,0.004020100502512563
3,1990,0.001507537688442211
7,1990,0.0035175879396984926
6,2153,0.002786809103576405
11,2153,0.005109150023223409
11,2153,0.005109150023223409
3,2153,0.0013934045517882026
5,2153,0.0023223409196470044
6,2153,0.002786809103576405
11,2167,0.005076142131979695
6,2167,0.0027688047992616522
6,2167,0.0027688047992616522
10,1487,0.006724949562878279
5,1487,0.0033624747814391394
7,1487,0.004707464694014795
17,2763,0.006152732537097358
11,2763,0.003981179876945349
5,2763,0.0018096272167933405
7,2763,0.0025334781035106766
11,2763,0.003981179876945349
3,2763,0.0010857763300760044
3,2763,0.0010857763300760044
2,2763,0.0007238508867173362
3,2763,0.0010857763300760044
9,1854,0.0048543689320388345
14,1854,0.007551240560949299
8,1854,0.004314994606256742
6,1854,0.003236245954692557
7,1854,0.0037756202804746495
11,1854,0.005933117583603021
0,1854,0.0
3,2176,0.0013786764705882354
11,2176,0.00505514705882353
5,2176,0.002297794117647059
8,2176,0.003676470588235294
0,2176,0.0
12,1802,0.006659267480577136
8,1802,0.004439511653718091
7,1802,0.00388457269700333
5,1982,0.0025227043390514633
10,1224,0.008169934640522876
7,1224,0.005718954248366013
