experiment,loaded_from_cache,n_total_objects,n_train_objects,n_val_objects,n_test_objects,n_features_after_drop,n_events_requested,dataset_load_time_total_s,dataset_build_time_total_s,dataset_build_io_time_total_s,dataset_build_feature_time_total_s,drop_feature_time_total_s,model_build_time_total_s,training_time_total_s,inference_time_val_total_s,inference_time_test_total_s,permutation_time_total_s,postproc_time_total_s,total_wall_time_s,feature_build_time_per_object_s,inference_time_val_per_object_s,inference_time_test_per_object_s,feature_plus_test_inference_per_object_s,val_auc,test_auc,iso_dr,trk_pt_min,converted_photons
xgboost_classifier,True,86881,55913,13901,17067,38,10000,0.1005587999970885,0.0,0.0,0.0,5.00003807246685e-07,0.0001322999960393645,9.431867599996622,0.16453380000166362,0.15761829999973997,5.569494700001087,9.387147499997809,18.96653040000092,,1.1836112510011051e-05,9.235266889303332e-06,,0.9066561983611563,0.9045606480286048,0.2,0.75,excluded
