obj_pt,obj_eta,obj_phi,obj_e,sum_pt,n_tracks,pt1_over_ptobj,pt2_over_ptobj,dr1,dr2,ntrk_r0_0p05,sumpt_r0_0p05,ntrk_r0p05_0p10,sumpt_r0p05_0p10,ntrk_r0p10_0p20,sumpt_r0p10_0p20,ntrk_r0p20_iso,sumpt_r0p20_iso,max_pt,mean_dr,ptw_mean_dr,top2_sumpt_frac,n_tracks_core,sum_pt_core
75.6838,0.743749,0.820533,98.6698,5.43592,4.0,0.026185656,0.017722815,0.093258925,0.1624462,1.0,1.09648,1.0,1.98183,2.0,2.35761,0.0,0.0,1.98183,0.1230723,0.1189311,0.6113335,1.0,1.09648
42.6255,0.601173,-1.30152,50.8281,3.066831,3.0,0.028605882,0.022109535,0.10363259,0.16672109,0.0,0.0,1.0,0.905061,2.0,2.16177,0.0,0.0,1.21934,0.11944856,0.1184038,0.7048872,0.0,0.0
30.3344,-0.140909,1.95226,31.3544,8.379294,6.0,0.06435796,0.06431576,0.107453234,0.19575863,1.0,1.18474,1.0,0.933358,4.0,6.261196,0.0,0.0,1.95226,0.12409908,0.12924053,0.4658197,1.0,1.18474
26.6022,-0.820607,1.89722,36.7513,3.98879,2.0,0.11174264,0.038199473,0.1416433,0.111942604,0.0,0.0,0.0,0.0,2.0,3.98879,0.0,0.0,2.9726,0.12679295,0.1340767,1.0,0.0,0.0
26.2495,-1.13865,-0.25479,45.415,1.18309,1.0,0.045070954,0.0,0.03385551,0.0,1.0,1.18309,0.0,0.0,0.0,0.0,0.0,0.0,1.18309,0.03385551,0.03385551,1.0,1.0,1.18309
102.789,0.191823,-0.490049,105.577,7.736099,6.0,0.016747901,0.013947893,0.07670311,0.101145625,1.0,1.1394,1.0,1.7215,4.0,4.875199,0.0,0.0,1.7215,0.10439593,0.102009505,0.40785286,1.0,1.1394
49.2028,0.735983,-1.35429,63.4557,1.1419,1.0,0.02320803,0.0,0.116897665,0.0,0.0,0.0,0.0,0.0,1.0,1.1419,0.0,0.0,1.1419,0.116897665,0.116897665,1.0,0.0,0.0
38.9015,2.29709,0.942653,195.54,2.844679,3.0,0.027765254,0.023105998,0.1846138,0.17495792,0.0,0.0,0.0,0.0,3.0,2.844679,0.0,0.0,1.08011,0.18242815,0.18250583,0.6956736,0.0,0.0
26.6247,2.42426,-0.122406,151.643,2.791688,3.0,0.037586525,0.033653487,0.16628255,0.1240081,0.0,0.0,0.0,0.0,3.0,2.791688,0.0,0.0,1.00073,0.14366318,0.14451277,0.6794255,0.0,0.0
25.9164,-0.896758,-1.97383,37.5314,4.75458,4.0,0.052844916,0.046398032,0.1376575,0.19138457,0.0,0.0,0.0,0.0,4.0,4.75458,0.0,0.0,1.36955,0.15900321,0.15831026,0.5409563,0.0,0.0
25.5303,0.149395,2.69987,26.4701,1.175,1.0,0.046023745,0.0,0.05694911,0.0,0.0,0.0,1.0,1.175,0.0,0.0,0.0,0.0,1.175,0.05694911,0.05694911,1.0,0.0,0.0
24.7296,2.06422,-2.25412,99.1537,0.923813,1.0,0.03735657,0.0,0.1574155,0.0,0.0,0.0,0.0,0.0,1.0,0.923813,0.0,0.0,0.923813,0.1574155,0.1574155,1.0,0.0,0.0
22.1135,1.38073,2.14614,46.8942,3.44193,2.0,0.10657562,0.04907274,0.19742405,0.18070433,0.0,0.0,0.0,0.0,2.0,3.44193,0.0,0.0,2.35676,0.18906419,0.19215266,1.0,0.0,0.0
21.4302,-1.14668,-2.75106,37.359,1.45358,1.0,0.06782858,0.0,0.0779176,0.0,0.0,0.0,1.0,1.45358,0.0,0.0,0.0,0.0,1.45358,0.0779176,0.0779176,1.0,0.0,0.0
113.799,1.11535,-2.22443,192.412,2.2433,2.0,0.01084658,0.008866247,0.07863346,0.14915216,0.0,0.0,1.0,1.23433,1.0,1.00897,0.0,0.0,1.23433,0.11389281,0.11035068,1.0,0.0,0.0
54.9889,0.848182,0.825443,77.111,4.41964,3.0,0.036040545,0.02439274,0.091169916,0.18231013,0.0,0.0,1.0,1.98183,2.0,2.43781,0.0,0.0,1.98183,0.13989797,0.13248633,0.7519074,0.0,0.0
52.5233,1.98623,-0.522009,195.112,0.814594,1.0,0.015509193,0.0,0.072910376,0.0,0.0,0.0,1.0,0.814594,0.0,0.0,0.0,0.0,0.814594,0.072910376,0.072910376,1.0,0.0,0.0
131.334,1.45066,1.02966,295.826,3.695411,3.0,0.011090502,0.009548251,0.06697044,0.117355235,0.0,0.0,1.0,1.45656,2.0,2.238851,0.0,0.0,1.45656,0.12140103,0.11415827,0.73349625,0.0,0.0
126.67,2.36671,0.433051,681.323,1.91566,2.0,0.007855191,0.007268043,0.07195265,0.17455149,0.0,0.0,1.0,0.995017,1.0,0.920643,0.0,0.0,0.995017,0.123252064,0.121260405,1.0,0.0,0.0
28.484,1.89384,2.10517,96.9644,7.400696,6.0,0.05780684,0.05028121,0.13867263,0.04011886,1.0,1.43221,0.0,0.0,5.0,5.968486,0.0,0.0,1.64657,0.14875886,0.14219229,0.41601223,1.0,1.43221
20.0701,-1.1348,-2.84517,34.6205,1.45358,1.0,0.07242515,0.0,0.07393341,0.0,0.0,0.0,1.0,1.45358,0.0,0.0,0.0,0.0,1.45358,0.07393341,0.07393341,1.0,0.0,0.0
72.2927,2.30717,2.52076,366.824,2.49288,2.0,0.018812135,0.015671015,0.09930401,0.19735853,0.0,0.0,1.0,1.35998,1.0,1.1329,0.0,0.0,1.35998,0.14833127,0.1438653,1.0,0.0,0.0
41.2196,1.43257,1.10977,91.5849,3.695411,3.0,0.035336588,0.030422663,0.015489416,0.16654265,1.0,1.45656,0.0,0.0,2.0,2.238851,0.0,0.0,1.45656,0.11874421,0.10904532,0.73349625,1.0,1.45656
37.9855,0.609022,2.40583,46.1085,2.027914,2.0,0.028609337,0.02477719,0.10491882,0.07850153,0.0,0.0,1.0,0.941174,1.0,1.08674,0.0,0.0,1.08674,0.09171017,0.0926583,1.0,0.0,0.0
31.1175,-0.547779,2.79915,36.5336,4.612368,4.0,0.0498308,0.036391743,0.09399011,0.18276423,0.0,0.0,1.0,1.55061,3.0,3.061758,0.0,0.0,1.55061,0.1388635,0.13475859,0.58170336,0.0,0.0
27.9181,-0.789488,-1.39103,37.8015,7.78323,4.0,0.11921334,0.06118432,0.1496244,0.16645463,0.0,0.0,0.0,0.0,4.0,7.78323,0.0,0.0,3.32821,0.1626039,0.1583285,0.6470784,0.0,0.0
25.5193,0.165921,1.36213,26.5113,2.04011,1.0,0.079943806,0.0,0.16997811,0.0,0.0,0.0,0.0,0.0,1.0,2.04011,0.0,0.0,2.04011,0.16997811,0.16997811,1.0,0.0,0.0
22.0817,1.10889,-2.55702,37.288,5.70745,3.0,0.10685681,0.091320865,0.16008504,0.14481977,0.0,0.0,0.0,0.0,3.0,5.70745,0.0,0.0,2.35958,0.13857576,0.14320037,0.7667347,0.0,0.0
21.0382,1.15707,1.49023,36.9545,2.66597,2.0,0.078751035,0.04796941,0.1936682,0.03069081,1.0,1.00919,0.0,0.0,1.0,1.65678,0.0,0.0,1.65678,0.1121795,0.13197389,1.0,1.0,1.00919
20.927,-1.23099,1.98748,39.0991,8.859816,5.0,0.15743347,0.096713334,0.052239846,0.06122268,0.0,0.0,3.0,6.57676,2.0,2.283056,0.0,0.0,3.29461,0.10591828,0.08876879,0.60029805,0.0,0.0
20.1821,-0.166705,1.91389,20.922,8.632164,6.0,0.10919825,0.09673225,0.17664038,0.14301802,1.0,1.18474,1.0,0.933358,4.0,6.514066,0.0,0.0,2.20385,0.11521997,0.12614971,0.4814679,1.0,1.18474
20.0955,0.560446,0.297589,23.7644,1.66123,1.0,0.08266677,0.0,0.19155777,0.0,0.0,0.0,0.0,0.0,1.0,1.66123,0.0,0.0,1.66123,0.19155777,0.19155777,1.0,0.0,0.0
48.5155,-0.690861,2.9514,61.3847,9.974978,5.0,0.11723532,0.025259763,0.17599104,0.19824383,0.0,0.0,1.0,0.961959,4.0,9.013019,0.0,0.0,5.68773,0.14900784,0.16256727,0.69305617,0.0,0.0
34.5956,0.456543,2.32077,39.0162,2.269354,2.0,0.038391586,0.02720502,0.17913504,0.096101545,0.0,0.0,1.0,0.941174,1.0,1.32818,0.0,0.0,1.32818,0.13761829,0.14469838,1.0,0.0,0.0
31.0023,2.40974,1.22099,173.991,4.843523,5.0,0.03546414,0.033237856,0.15253192,0.13508578,0.0,0.0,1.0,1.0058,4.0,3.837723,0.0,0.0,1.09947,0.15123045,0.14870064,0.43974602,0.0,0.0
27.574,0.637973,1.25214,34.0475,1.929168,2.0,0.036420904,0.033542395,0.046441294,0.16570562,1.0,1.00427,0.0,0.0,1.0,0.924898,0.0,0.0,1.00427,0.106073454,0.10362,1.0,1.0,1.00427
83.563,0.753177,1.70176,108.956,0.975515,1.0,0.0116740065,0.0,0.18243572,0.0,0.0,0.0,0.0,0.0,1.0,0.975515,0.0,0.0,0.975515,0.18243572,0.18243572,1.0,0.0,0.0
71.8282,0.199307,-0.5654,73.4548,10.93735,8.0,0.03181341,0.02396691,0.13462223,0.04622783,2.0,2.8609,2.0,2.48971,4.0,5.58674,0.0,0.0,2.2851,0.10712382,0.103295,0.36632273,2.0,2.8609
30.4815,-0.508993,2.39163,34.7528,5.645449,4.0,0.07365713,0.044060495,0.1921514,0.15678018,0.0,0.0,0.0,0.0,4.0,5.645449,0.0,0.0,2.24518,0.15735795,0.16328548,0.63559335,0.0,0.0
21.2613,0.878419,-1.6497,30.2968,7.99442,3.0,0.2556255,0.060472783,0.15430644,0.16421396,0.0,0.0,0.0,0.0,3.0,7.99442,0.0,0.0,5.43493,0.15467705,0.15449841,0.84066886,0.0,0.0
20.0305,1.41821,-0.539005,43.9608,5.43173,4.0,0.076366045,0.06816355,0.13477951,0.047411628,1.0,1.36535,1.0,1.27347,2.0,2.79291,0.0,0.0,1.52965,0.1080359,0.10818564,0.53297937,1.0,1.36535
206.811,-0.665163,1.98783,255.702,2.13034,2.0,0.005387286,0.004913617,0.15650783,0.07663449,0.0,0.0,1.0,1.01619,1.0,1.11415,0.0,0.0,1.11415,0.116571166,0.118407585,1.0,0.0,0.0
105.255,0.907166,-0.229671,152.405,1.23661,1.0,0.011748705,0.0,0.15131797,0.0,0.0,0.0,0.0,0.0,1.0,1.23661,0.0,0.0,1.23661,0.15131797,0.15131797,1.0,0.0,0.0
78.7129,-1.06404,-0.649385,128.389,2.84123,2.0,0.019884288,0.016211828,0.17978223,0.114372656,0.0,0.0,0.0,0.0,2.0,2.84123,0.0,0.0,1.56515,0.14707744,0.15040487,1.0,0.0,0.0
67.9796,0.522998,-2.71984,77.9132,5.457782,4.0,0.027199335,0.023356566,0.09077244,0.17056519,0.0,0.0,2.0,2.90112,2.0,2.556662,0.0,0.0,1.849,0.1259907,0.12478949,0.62970084,0.0,0.0
28.8245,-1.19033,2.81458,52.0593,5.82149,4.0,0.063471355,0.057832748,0.053847756,0.078392655,0.0,0.0,3.0,4.80901,1.0,1.01248,0.0,0.0,1.82953,0.08686055,0.081350565,0.60062456,0.0,0.0
25.9031,0.525139,2.16492,30.2269,6.26977,3.0,0.086837865,0.08369539,0.14328626,0.11388154,0.0,0.0,0.0,0.0,3.0,6.26977,0.0,0.0,2.24937,0.14357075,0.14205857,0.7045458,0.0,0.0
24.5146,0.165557,1.41442,25.3774,1.87277,1.0,0.076394066,0.0,0.17449048,0.0,0.0,0.0,0.0,0.0,1.0,1.87277,0.0,0.0,1.87277,0.17449048,0.17449048,1.0,0.0,0.0
24.3373,0.263697,-0.409319,25.8564,7.532499,6.0,0.070735045,0.058909163,0.183801,0.08462927,0.0,0.0,2.0,2.385489,4.0,5.14701,0.0,0.0,1.7215,0.13977607,0.14330633,0.41887692,0.0,0.0
22.0097,0.96403,-3.07238,33.3912,8.41476,5.0,0.111498564,0.090249754,0.14159295,0.040698532,1.0,1.98637,0.0,0.0,4.0,6.42839,0.0,0.0,2.45405,0.10892045,0.107864894,0.52769417,1.0,1.98637
21.4756,-0.440529,-0.216868,23.9606,5.543641,4.0,0.089362815,0.06339753,0.14186175,0.18231545,0.0,0.0,0.0,0.0,4.0,5.543641,0.0,0.0,1.91912,0.14569204,0.14616919,0.5917807,0.0,0.0
75.9041,0.167144,-0.0688583,77.9034,6.308186,6.0,0.015190615,0.014925544,0.121532656,0.18687965,1.0,0.952647,0.0,0.0,5.0,5.355539,0.0,0.0,1.15303,0.15124081,0.15261374,0.36237675,1.0,0.952647
64.0987,2.01227,0.428841,244.087,3.82387,2.0,0.039155398,0.020500572,0.11779037,0.17947204,0.0,0.0,0.0,0.0,2.0,3.82387,0.0,0.0,2.50981,0.1486312,0.13898706,1.0,0.0,0.0
38.2643,0.514854,2.52279,43.9015,3.882844,3.0,0.04216698,0.034710683,0.18661952,0.0868918,0.0,0.0,1.0,1.32818,2.0,2.554664,0.0,0.0,1.61349,0.14343472,0.14527652,0.75760704,0.0,0.0
29.1788,1.0271,-1.33745,46.5226,14.213329,7.0,0.16344333,0.114544466,0.08505643,0.16826679,0.0,0.0,1.0,4.76908,6.0,9.444249,0.0,0.0,4.76908,0.14784786,0.13404554,0.57068616,0.0,0.0
23.6803,-2.32752,0.310002,122.675,4.331654,3.0,0.07815695,0.066774495,0.08665091,0.13029571,0.0,0.0,1.0,1.85078,2.0,2.480874,0.0,0.0,1.85078,0.11519818,0.11130543,0.79231167,0.0,0.0
22.1993,1.58604,1.61441,56.7038,5.772412,5.0,0.059857745,0.058647346,0.150367,0.14442918,0.0,0.0,0.0,0.0,5.0,5.772412,0.0,0.0,1.3288,0.1468071,0.14519587,0.4557419,0.0,0.0
239.335,-1.22425,1.42467,444.536,9.19306,4.0,0.016858922,0.012338563,0.10706081,0.022329256,1.0,2.95305,1.0,1.11367,2.0,5.12634,0.0,0.0,4.03493,0.09405861,0.08369997,0.7601364,1.0,2.95305
79.6791,-0.657927,-1.02863,97.9064,5.97865,4.0,0.0253163,0.02212751,0.18687162,0.07058802,0.0,0.0,2.0,2.96065,2.0,3.018,0.0,0.0,2.01718,0.13080558,0.13112324,0.63229656,0.0,0.0
72.5898,-0.844638,2.39965,100.423,10.31464,3.0,0.072860375,0.03688948,0.08178452,0.12773629,0.0,0.0,1.0,5.28892,2.0,5.02572,0.0,0.0,5.28892,0.11292283,0.10451816,0.77237016,0.0,0.0
26.1247,-2.056,2.98768,103.813,5.605612,5.0,0.06021466,0.045241095,0.034400765,0.061918117,1.0,1.57309,2.0,2.060762,2.0,1.97176,0.0,0.0,1.57309,0.1004765,0.09241419,0.49147177,1.0,1.57309
23.1191,1.90395,2.0888,79.493,7.400696,6.0,0.071221195,0.061949212,0.1332086,0.057597365,0.0,0.0,1.0,1.43221,5.0,5.968486,0.0,0.0,1.64657,0.14728563,0.14157863,0.41601223,0.0,0.0
96.1234,-0.0701619,0.244211,96.6291,3.90967,3.0,0.015063554,0.013181286,0.16917774,0.10094867,0.0,0.0,0.0,0.0,3.0,3.90967,0.0,0.0,1.44796,0.14381029,0.1446605,0.69442946,0.0,0.0
59.1301,2.09391,-1.58369,243.654,8.29307,5.0,0.040535532,0.033843677,0.106727734,0.13809916,1.0,1.55126,1.0,1.32503,3.0,5.41678,0.0,0.0,2.39687,0.111078344,0.107767195,0.53032833,1.0,1.55126
204.396,-1.31096,1.23262,407.32,2.95305,1.0,0.01444769,0.0,0.19614445,0.0,0.0,0.0,0.0,0.0,1.0,2.95305,0.0,0.0,2.95305,0.19614445,0.19614445,1.0,0.0,0.0
106.18,-0.620674,1.05727,128.101,2.948183,3.0,0.010298644,0.008886372,0.16162054,0.14930782,0.0,0.0,1.0,0.911118,2.0,2.037065,0.0,0.0,1.09351,0.13407573,0.1359474,0.6909561,0.0,0.0
54.5051,-1.07876,-1.39779,90.0615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.5897,-1.67143,-2.37891,111.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.1344,-1.2269,2.00522,71.2012,8.859816,5.0,0.0863947,0.05307334,0.049434934,0.072448656,1.0,3.29461,2.0,3.28215,2.0,2.283056,0.0,0.0,3.29461,0.10546582,0.08931327,0.60029805,1.0,3.29461
25.8535,-1.23197,-2.76948,48.3318,3.15697,2.0,0.065886244,0.05622372,0.118437484,0.1523632,0.0,0.0,0.0,0.0,2.0,3.15697,0.0,0.0,1.70339,0.13540034,0.13405807,1.0,0.0,0.0
20.2197,0.541677,-1.35143,23.5976,5.052061,4.0,0.07539034,0.06940212,0.15753698,0.13460289,0.0,0.0,2.0,2.124401,2.0,2.92766,0.0,0.0,1.52437,0.11100555,0.117394134,0.5794982,0.0,0.0
197.659,-0.975922,-1.87584,299.723,7.0795,4.0,0.018884847,0.006083558,0.15145163,0.15409616,0.0,0.0,0.0,0.0,4.0,7.0795,0.0,0.0,3.73276,0.14567465,0.14778407,0.6971156,0.0,0.0
42.1394,-0.147154,-1.32649,43.2395,2.18181,2.0,0.026350636,0.025425375,0.19201453,0.14102988,0.0,0.0,0.0,0.0,2.0,2.18181,0.0,0.0,1.1104,0.1665222,0.16697776,1.0,0.0,0.0
38.1731,2.40475,2.46735,213.203,1.42323,1.0,0.037283584,0.0,0.11587631,0.0,0.0,0.0,0.0,0.0,1.0,1.42323,0.0,0.0,1.42323,0.11587631,0.11587631,1.0,0.0,0.0
36.0449,-1.03995,2.4267,57.47,14.2326,5.0,0.14673144,0.07429068,0.19564936,0.1315547,0.0,0.0,0.0,0.0,5.0,14.2326,0.0,0.0,5.28892,0.16539702,0.17176835,0.5597516,0.0,0.0
24.312,0.665684,0.241558,30.3093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.009,1.87727,-1.62768,498.521,6.59248,4.0,0.013429927,0.012883182,0.10803901,0.16734391,0.0,0.0,0.0,0.0,4.0,6.59248,0.0,0.0,2.00118,0.14246476,0.14408965,0.5947519,0.0,0.0
77.4974,1.97913,2.27749,285.848,4.319741,4.0,0.01848075,0.015680138,0.15801215,0.042225856,1.0,1.21517,0.0,0.0,3.0,3.104571,0.0,0.0,1.43221,0.14157072,0.13508146,0.6128562,1.0,1.21517
37.4111,0.361699,-0.347082,40.3451,6.914579,5.0,0.06532527,0.038322583,0.16959152,0.15744409,0.0,0.0,1.0,0.951799,4.0,5.96278,0.0,0.0,2.44389,0.1448843,0.15132685,0.56078327,0.0,0.0
33.4298,2.35611,-2.20648,177.968,3.726638,4.0,0.033281382,0.027634416,0.08685726,0.13883498,0.0,0.0,2.0,1.994339,2.0,1.732299,0.0,0.0,1.11259,0.109294936,0.108032055,0.5464451,0.0,0.0
84.6493,0.698315,-1.15831,106.256,0.94243,1.0,0.011133347,0.0,0.13925166,0.0,0.0,0.0,0.0,0.0,1.0,0.94243,0.0,0.0,0.94243,0.13925166,0.13925166,1.0,0.0,0.0
74.31,-0.768007,-1.84941,97.7854,2.30428,2.0,0.016181806,0.01482721,0.10130331,0.09771427,0.0,0.0,1.0,1.10181,1.0,1.20247,0.0,0.0,1.20247,0.099508785,0.09958718,1.0,0.0,0.0
44.5652,0.256063,1.53324,46.8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.8623,1.75182,-2.92759,130.343,3.155472,2.0,0.050090626,0.021849789,0.15049483,0.07942551,0.0,0.0,1.0,0.958382,1.0,2.19709,0.0,0.0,2.19709,0.11496017,0.12890962,1.0,0.0,0.0
33.9186,0.934607,1.45146,49.9947,5.58243,3.0,0.08300461,0.04326063,0.07765994,0.16112708,0.0,0.0,2.0,4.11509,1.0,1.46734,0.0,0.0,2.8154,0.09928011,0.095267296,0.76718205,0.0,0.0
27.9051,-0.645651,-2.38635,34.4831,5.08468,2.0,0.111434825,0.07077846,0.13865763,0.07998426,0.0,0.0,1.0,1.97508,1.0,3.1096,0.0,0.0,3.1096,0.109320946,0.1158667,1.0,0.0,0.0
25.3599,-1.27214,-2.48835,49.1452,2.009404,2.0,0.04174149,0.037493996,0.0949168,0.05886254,0.0,0.0,2.0,2.009404,0.0,0.0,0.0,0.0,1.05856,0.07688967,0.077856034,1.0,0.0,0.0
24.8196,-2.36137,2.70559,132.934,1.29261,1.0,0.05208021,0.0,0.16062625,0.0,0.0,0.0,0.0,0.0,1.0,1.29261,0.0,0.0,1.29261,0.16062625,0.16062625,1.0,0.0,0.0
21.4264,-1.56922,1.18404,53.895,2.71953,2.0,0.07566133,0.051262926,0.048486788,0.17603093,1.0,1.62115,0.0,0.0,1.0,1.09838,0.0,0.0,1.62115,0.11225886,0.100000076,1.0,1.0,1.62115
84.3288,-0.402485,1.14997,91.4447,2.202772,2.0,0.014646361,0.01147487,0.17479117,0.19575205,0.0,0.0,0.0,0.0,2.0,2.202772,0.0,0.0,1.23511,0.1852716,0.18399914,1.0,0.0,0.0
70.1857,1.17997,1.41696,125.065,2.66597,2.0,0.023605663,0.014378855,0.117411844,0.10505145,0.0,0.0,0.0,0.0,2.0,2.66597,0.0,0.0,1.65678,0.11123165,0.11273288,1.0,0.0,0.0
28.8514,-0.707348,-2.41204,37.0877,5.08468,2.0,0.10777987,0.06845699,0.19833581,0.031042848,1.0,1.97508,0.0,0.0,1.0,3.1096,0.0,0.0,3.1096,0.11468933,0.13335297,1.0,1.0,1.97508
25.9536,-1.11686,0.196967,44.2829,7.955323,5.0,0.15016606,0.04199687,0.1469644,0.15220354,1.0,1.05584,0.0,0.0,4.0,6.899483,0.0,0.0,3.89735,0.120097436,0.12960885,0.6269161,1.0,1.05584
23.2658,0.984616,-3.08476,35.6938,8.41476,5.0,0.10547886,0.085377246,0.1258372,0.038686782,1.0,1.98637,0.0,0.0,4.0,6.42839,0.0,0.0,2.45405,0.1064786,0.10412028,0.52769417,1.0,1.98637
69.6589,-0.126089,3.03782,70.8826,5.173686,4.0,0.030027319,0.016837906,0.07022731,0.05203325,0.0,0.0,4.0,5.173686,0.0,0.0,0.0,0.0,2.09167,0.06975899,0.06898475,0.63099694,0.0,0.0
61.8198,-1.63926,3.01125,165.328,3.546873,3.0,0.025110077,0.016825516,0.09954161,0.15843686,0.0,0.0,1.0,1.5523,2.0,1.994573,0.0,0.0,1.5523,0.14970051,0.14145665,0.73091143,0.0,0.0
45.1964,-1.08381,0.50873,74.6571,2.04504,2.0,0.02483959,0.020408263,0.10856683,0.16774842,0.0,0.0,0.0,0.0,2.0,2.04504,0.0,0.0,1.12266,0.13815762,0.13525966,1.0,0.0,0.0
38.1953,-0.0596485,-0.447599,38.5866,0.921882,1.0,0.024136007,0.0,0.13354063,0.0,0.0,0.0,0.0,0.0,1.0,0.921882,0.0,0.0,0.921882,0.13354063,0.13354063,1.0,0.0,0.0
25.0412,-0.982358,-0.0536949,38.321,8.385098,4.0,0.1556375,0.09076562,0.17249036,0.036274876,1.0,2.27288,0.0,0.0,3.0,6.112218,0.0,0.0,3.89735,0.14092149,0.1373923,0.73585665,1.0,2.27288
187.135,0.154128,-1.88323,190.232,3.129271,3.0,0.0069016484,0.00493129,0.15616897,0.13662623,0.0,0.0,1.0,0.914914,2.0,2.214357,0.0,0.0,1.29154,0.12439827,0.12825294,0.7076271,0.0,0.0
29.36,-0.855937,-0.326387,41.0732,3.57803,2.0,0.07440633,0.04746117,0.1914802,0.07261102,0.0,0.0,1.0,1.39346,1.0,2.18457,0.0,0.0,2.18457,0.13204561,0.14518672,1.0,0.0,0.0
24.6805,-1.31234,-0.81843,49.3676,4.479835,4.0,0.05170398,0.04721825,0.18817271,0.08276853,0.0,0.0,1.0,1.16537,3.0,3.314465,0.0,0.0,1.27608,0.14923184,0.14932442,0.5449866,0.0,0.0
21.9989,0.48652,-0.612429,25.0432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0129,-0.926095,0.817822,66.3268,0.92238,1.0,0.020491458,0.0,0.1885177,0.0,0.0,0.0,0.0,0.0,1.0,0.92238,0.0,0.0,0.92238,0.1885177,0.1885177,1.0,0.0,0.0
34.7444,2.20922,-0.208915,160.277,4.46771,3.0,0.07635705,0.026472928,0.18949288,0.19331004,0.0,0.0,0.0,0.0,3.0,4.46771,0.0,0.0,2.65298,0.18678848,0.18788892,0.7996862,0.0,0.0
31.6866,0.454652,-0.0568916,35.8759,4.10512,2.0,0.07712693,0.052426893,0.1559136,0.18530712,0.0,0.0,0.0,0.0,2.0,4.10512,0.0,0.0,2.44389,0.17061035,0.16780835,1.0,0.0,0.0
29.9261,0.84276,1.74399,41.6252,0.975515,1.0,0.032597464,0.0,0.121358596,0.0,0.0,0.0,0.0,0.0,1.0,0.975515,0.0,0.0,0.975515,0.121358596,0.121358596,1.0,0.0,0.0
25.1911,-0.827496,-1.35373,34.8328,4.8777,2.0,0.1321185,0.061509423,0.1994903,0.19375677,0.0,0.0,0.0,0.0,2.0,4.8777,0.0,0.0,3.32821,0.19662353,0.19766894,1.0,0.0,0.0
20.6163,1.31055,-2.94544,41.2989,2.67635,2.0,0.071920276,0.05789691,0.118627116,0.018144365,1.0,1.19362,0.0,0.0,1.0,1.48273,0.0,0.0,1.48273,0.06838574,0.073813014,1.0,1.0,1.19362
103.875,-0.616633,-1.46325,124.612,7.19729,4.0,0.03204053,0.014916872,0.1352671,0.057528097,0.0,0.0,1.0,1.54949,3.0,5.6478,0.0,0.0,3.32821,0.11025233,0.11473787,0.6777134,0.0,0.0
42.5224,-0.0895332,-0.719516,43.3497,2.433582,2.0,0.035550676,0.021679915,0.19990991,0.15326333,0.0,0.0,0.0,0.0,2.0,2.433582,0.0,0.0,1.5117,0.17658663,0.1822394,1.0,0.0,0.0
23.014,1.49875,-2.77246,54.2892,5.668029,4.0,0.095467545,0.056337014,0.19572416,0.14157254,0.0,0.0,1.0,1.2546,3.0,4.413429,0.0,0.0,2.19709,0.13192542,0.14216524,0.61637473,0.0,0.0
21.4972,1.32499,2.65863,43.4565,7.832126,7.0,0.062174145,0.058773234,0.10505308,0.13666975,0.0,0.0,3.0,3.31245,4.0,4.519676,0.0,0.0,1.33657,0.118839756,0.117258504,0.3319699,0.0,0.0
20.654,0.503846,-1.90063,23.5989,4.08588,3.0,0.073845744,0.07238985,0.0922896,0.13525996,0.0,0.0,1.0,1.52521,2.0,2.56067,0.0,0.0,1.52521,0.11638932,0.11566214,0.7392165,0.0,0.0
20.566,-1.52242,1.61363,49.6756,4.316078,4.0,0.060529027,0.05458718,0.12682456,0.1507269,0.0,0.0,1.0,1.04116,3.0,3.274918,0.0,0.0,1.24484,0.13206609,0.1308498,0.54852575,0.0,0.0
20.5062,2.20446,1.74709,94.1926,8.948309,8.0,0.077121556,0.06300095,0.16751984,0.16458538,0.0,0.0,1.0,0.846047,7.0,8.102262,0.0,0.0,1.58147,0.1436664,0.147915,0.32110873,0.0,0.0
45.0075,0.544296,1.34171,52.3303,4.997514,4.0,0.043046158,0.024497028,0.16295224,0.19292605,0.0,0.0,2.0,1.957564,2.0,3.03995,0.0,0.0,1.9374,0.13213849,0.13963264,0.60829246,0.0,0.0
43.2244,1.48823,1.55841,100.971,2.53557,2.0,0.030741896,0.027918722,0.1976011,0.041934446,1.0,1.20677,0.0,0.0,1.0,1.3288,0.0,0.0,1.3288,0.11976777,0.123513676,1.0,1.0,1.20677
