ntracks_iso,ntracks_total,frac_kept
5,1386,0.0036075036075036075
3,1386,0.0021645021645021645
6,1727,0.003474232773595831
2,1207,0.0016570008285004142
2,794,0.0025188916876574307
2,1410,0.0014184397163120568
3,1304,0.0023006134969325155
5,1405,0.0035587188612099642
1,1436,0.0006963788300835655
1,937,0.0010672358591248667
1,937,0.0010672358591248667
5,1805,0.002770083102493075
4,1234,0.0032414910858995136
3,1148,0.002613240418118467
1,765,0.00130718954248366
3,765,0.00392156862745098
3,1971,0.0015220700152207
4,1221,0.003276003276003276
10,1757,0.005691519635742743
3,1361,0.002204261572373255
2,1346,0.0014858841010401188
6,1001,0.005994005994005994
3,1001,0.002997002997002997
2,1087,0.0018399264029438822
3,1407,0.0021321961620469083
7,1341,0.005219985085756898
2,1153,0.0017346053772766695
7,1110,0.006306306306306306
1,1548,0.0006459948320413437
3,1383,0.0021691973969631237
4,961,0.004162330905306972
2,961,0.002081165452653486
2,1290,0.0015503875968992248
2,1159,0.001725625539257981
2,1960,0.0010204081632653062
6,1544,0.0038860103626943004
5,1359,0.003679175864606328
7,1583,0.004421983575489577
7,1691,0.004139562389118865
3,1214,0.002471169686985173
3,1247,0.0024057738572574178
2,1247,0.0016038492381716118
8,1170,0.006837606837606838
2,1170,0.0017094017094017094
2,840,0.002380952380952381
7,1600,0.004375
7,1467,0.004771642808452625
4,1411,0.002834868887313962
6,1411,0.004252303330970942
5,716,0.006983240223463687
4,1399,0.0028591851322373124
3,1399,0.002144388849177984
2,939,0.002129925452609159
2,1663,0.0012026458208057728
3,1363,0.0022010271460014674
4,1010,0.0039603960396039604
2,1010,0.0019801980198019802
3,1679,0.001786777843954735
5,1679,0.0029779630732578916
2,1313,0.0015232292460015233
2,934,0.0021413276231263384
4,1166,0.003430531732418525
3,1166,0.002572898799313894
1,914,0.0010940919037199124
1,1259,0.0007942811755361397
1,1441,0.0006939625260235947
6,1441,0.004163775156141568
2,750,0.0026666666666666666
2,1210,0.001652892561983471
6,1200,0.005
4,1200,0.0033333333333333335
3,1311,0.002288329519450801
1,1532,0.0006527415143603133
2,1532,0.0013054830287206266
2,1249,0.0016012810248198558
2,1249,0.0016012810248198558
1,1045,0.0009569377990430622
2,1208,0.0016556291390728477
1,1231,0.0008123476848090983
5,1265,0.003952569169960474
8,1452,0.005509641873278237
3,1452,0.002066115702479339
2,1181,0.001693480101608806
2,1431,0.001397624039133473
0,1386,0.0
3,1486,0.002018842530282638
1,1547,0.0006464124111182935
2,1177,0.0016992353440951572
4,1224,0.0032679738562091504
7,1224,0.005718954248366013
8,1262,0.006339144215530904
7,1524,0.004593175853018373
3,1380,0.002173913043478261
7,1363,0.005135730007336757
1,1617,0.0006184291898577613
8,1617,0.004947433518862091
4,1697,0.002357100766057749
6,1697,0.0035356511490866236
4,1532,0.0026109660574412533
1,1317,0.0007593014426727411
1,1317,0.0007593014426727411
1,1171,0.0008539709649871904
2,1171,0.0017079419299743809
10,1186,0.008431703204047217
2,1351,0.0014803849000740192
