ntracks_iso,ntracks_total,frac_kept
6,1749,0.003430531732418525
2,1749,0.0011435105774728416
1,1749,0.0005717552887364208
1,1749,0.0005717552887364208
9,2191,0.004107713372889092
3,2191,0.0013692377909630307
3,2191,0.0013692377909630307
2,2191,0.0009128251939753537
1,2191,0.00045641259698767686
2,2191,0.0009128251939753537
5,2191,0.0022820629849383844
1,2191,0.00045641259698767686
4,2191,0.0018256503879507074
4,1499,0.00266844563042028
8,1499,0.00533689126084056
0,1499,0.0
1,1499,0.00066711140760507
5,1499,0.00333555703802535
2,1532,0.0013054830287206266
6,1532,0.0039164490861618795
12,1010,0.011881188118811881
1,1010,0.0009900990099009901
7,1808,0.0038716814159292035
2,1808,0.0011061946902654867
3,1808,0.00165929203539823
3,1808,0.00165929203539823
5,1808,0.0027654867256637168
10,1649,0.006064281382656155
6,1649,0.0036385688295936932
2,1649,0.001212856276531231
6,1649,0.0036385688295936932
3,1649,0.0018192844147968466
5,1649,0.0030321406913280777
6,1772,0.003386004514672686
10,1772,0.0056433408577878106
4,1772,0.002257336343115124
2,1772,0.001128668171557562
4,1772,0.002257336343115124
2,1772,0.001128668171557562
9,1824,0.004934210526315789
6,1824,0.003289473684210526
3,1824,0.001644736842105263
10,1241,0.008058017727639
1,1241,0.0008058017727639
5,1241,0.0040290088638195
14,2271,0.006164685160722149
9,2271,0.003963011889035667
1,2271,0.00044033465433729633
5,2271,0.002201673271686482
4,2271,0.0017613386173491853
2,2271,0.0008806693086745927
2,2271,0.0008806693086745927
1,2271,0.00044033465433729633
2,2271,0.0008806693086745927
6,1540,0.003896103896103896
12,1540,0.007792207792207792
5,1540,0.003246753246753247
5,1540,0.003246753246753247
3,1540,0.001948051948051948
7,1540,0.004545454545454545
0,1540,0.0
3,1807,0.0016602102933038186
8,1807,0.004427227448810182
2,1807,0.0011068068622025456
4,1807,0.002213613724405091
0,1807,0.0
10,1489,0.006715916722632639
6,1489,0.004029550033579583
5,1489,0.0033579583613163196
3,1628,0.0018427518427518428
8,1005,0.007960199004975124
4,1005,0.003980099502487562
8,2507,0.0031910650179497405
3,2507,0.0011966493817311527
6,2507,0.0023932987634623054
3,2507,0.0011966493817311527
3,2507,0.0011966493817311527
6,2507,0.0023932987634623054
3,2507,0.0011966493817311527
1,2507,0.00039888312724371757
4,2507,0.0015955325089748703
4,2507,0.0015955325089748703
5,2507,0.001994415636218588
6,2507,0.0023932987634623054
5,2507,0.001994415636218588
3,2507,0.0011966493817311527
4,2507,0.0015955325089748703
5,2507,0.001994415636218588
3,2507,0.0011966493817311527
1,2507,0.00039888312724371757
6,2507,0.0023932987634623054
4,2507,0.0015955325089748703
2,2507,0.0007977662544874351
4,2507,0.0015955325089748703
1,2507,0.00039888312724371757
3,2507,0.0011966493817311527
6,2507,0.0023932987634623054
6,1544,0.0038860103626943004
8,1544,0.0051813471502590676
6,1544,0.0038860103626943004
5,2190,0.00228310502283105
9,2190,0.00410958904109589
5,2190,0.00228310502283105
7,2190,0.0031963470319634705
6,2190,0.0027397260273972603
6,2190,0.0027397260273972603
5,2190,0.00228310502283105
4,2190,0.0018264840182648401
3,2190,0.0013698630136986301
2,2190,0.0009132420091324201
2,2190,0.0009132420091324201
6,2190,0.0027397260273972603
1,2190,0.00045662100456621003
2,2190,0.0009132420091324201
2,2190,0.0009132420091324201
8,1731,0.00462160600808781
9,1731,0.005199306759098787
4,1731,0.002310803004043905
8,1731,0.00462160600808781
3,1731,0.0017331022530329288
1,1731,0.0005777007510109763
6,1731,0.0034662045060658577
2,1731,0.0011554015020219526
3,1731,0.0017331022530329288
9,1719,0.005235602094240838
4,1719,0.002326934264107039
6,1719,0.0034904013961605585
5,1706,0.0029308323563892145
4,1706,0.0023446658851113715
5,1706,0.0029308323563892145
4,1706,0.0023446658851113715
7,1706,0.004103165298944901
3,1706,0.0017584994138335288
1,1706,0.0005861664712778429
0,1706,0.0
1,1706,0.0005861664712778429
1,1706,0.0005861664712778429
4,1706,0.0023446658851113715
1,1706,0.0005861664712778429
2,1706,0.0011723329425556857
2,1706,0.0011723329425556857
1,1706,0.0005861664712778429
0,1706,0.0
2,1706,0.0011723329425556857
10,1333,0.007501875468867217
4,1333,0.003000750187546887
1,1404,0.0007122507122507123
8,1404,0.005698005698005698
4,1404,0.002849002849002849
10,1882,0.005313496280552604
3,1882,0.001594048884165781
6,1882,0.003188097768331562
3,1882,0.001594048884165781
6,1882,0.003188097768331562
6,2141,0.0028024287716020553
7,2141,0.003269500233535731
3,2141,0.0014012143858010276
2,2141,0.0009341429238673517
4,2141,0.0018682858477347033
3,2141,0.0014012143858010276
5,2141,0.002335357309668379
1,2141,0.00046707146193367583
5,2141,0.002335357309668379
2,2141,0.0009341429238673517
3,2141,0.0014012143858010276
2,2141,0.0009341429238673517
2,2141,0.0009341429238673517
1,2141,0.00046707146193367583
1,2141,0.00046707146193367583
2,2141,0.0009341429238673517
2,2141,0.0009341429238673517
2,2141,0.0009341429238673517
2,2141,0.0009341429238673517
3,2141,0.0014012143858010276
3,2141,0.0014012143858010276
2,2141,0.0009341429238673517
4,2141,0.0018682858477347033
4,2141,0.0018682858477347033
1,2141,0.00046707146193367583
5,2141,0.002335357309668379
1,2141,0.00046707146193367583
4,1783,0.002243409983174425
5,1783,0.0028042624789680315
3,1783,0.0016825574873808188
4,1783,0.002243409983174425
4,1783,0.002243409983174425
0,1783,0.0
4,1783,0.002243409983174425
2,1783,0.0011217049915872126
7,1783,0.003925967470555244
3,1720,0.0017441860465116279
8,1463,0.005468215994531784
1,1463,0.000683526999316473
5,1463,0.003417634996582365
4,1463,0.002734107997265892
4,1463,0.002734107997265892
3,1463,0.002050580997949419
11,1385,0.007942238267148015
5,1385,0.0036101083032490976
4,1385,0.002888086642599278
6,1385,0.004332129963898917
3,1385,0.0021660649819494585
9,1925,0.004675324675324675
5,1925,0.0025974025974025974
5,1925,0.0025974025974025974
2,1925,0.001038961038961039
6,1925,0.003116883116883117
2,1925,0.001038961038961039
2,1925,0.001038961038961039
4,1925,0.002077922077922078
1,1925,0.0005194805194805195
3,1925,0.0015584415584415584
2,1925,0.001038961038961039
2,1925,0.001038961038961039
4,1925,0.002077922077922078
2,1925,0.001038961038961039
4,1925,0.002077922077922078
0,1925,0.0
4,1925,0.002077922077922078
8,1753,0.004563605248146035
6,1753,0.0034227039361095267
9,1753,0.00513405590416429
5,1753,0.002852253280091272
3,1218,0.0024630541871921183
2,1218,0.0016420361247947454
4,1218,0.003284072249589491
3,1607,0.001866832607342875
6,1607,0.00373366521468575
3,1607,0.001866832607342875
6,1607,0.00373366521468575
3,1607,0.001866832607342875
2,1607,0.0012445550715619166
3,1607,0.001866832607342875
3,1607,0.001866832607342875
5,1489,0.0033579583613163196
0,1489,0.0
12,1489,0.008059100067159167
6,1489,0.004029550033579583
4,1489,0.002686366689053056
11,2461,0.004469727752945957
4,2461,0.0016253555465258025
5,2461,0.0020316944331572532
6,2461,0.002438033319788704
3,2461,0.001219016659894352
2,2461,0.0008126777732629012
4,2461,0.0016253555465258025
4,2461,0.0016253555465258025
7,2461,0.0028443722064201544
5,2461,0.0020316944331572532
6,2461,0.002438033319788704
2,2461,0.0008126777732629012
8,1981,0.004038364462392731
5,1981,0.002523977788995457
2,1981,0.0010095911155981827
2,1981,0.0010095911155981827
5,1680,0.002976190476190476
2,1680,0.0011904761904761906
9,1680,0.005357142857142857
7,1680,0.004166666666666667
3,1680,0.0017857142857142857
1,1680,0.0005952380952380953
3,1680,0.0017857142857142857
7,1995,0.0035087719298245615
2,1995,0.0010025062656641604
4,1995,0.0020050125313283208
4,1995,0.0020050125313283208
4,1995,0.0020050125313283208
6,1995,0.0030075187969924814
6,1995,0.0030075187969924814
5,1995,0.002506265664160401
3,1995,0.0015037593984962407
2,1995,0.0010025062656641604
2,1995,0.0010025062656641604
3,1995,0.0015037593984962407
2,1995,0.0010025062656641604
0,1995,0.0
4,2136,0.0018726591760299626
11,2136,0.005149812734082397
1,2136,0.00046816479400749064
2,2136,0.0009363295880149813
3,2136,0.0014044943820224719
0,2136,0.0
4,2136,0.0018726591760299626
4,2136,0.0018726591760299626
5,2136,0.0023408239700374533
1,2136,0.00046816479400749064
2,2136,0.0009363295880149813
2,2136,0.0009363295880149813
3,2136,0.0014044943820224719
1,2136,0.00046816479400749064
1,2136,0.00046816479400749064
0,2136,0.0
2,2136,0.0009363295880149813
4,2136,0.0018726591760299626
0,2136,0.0
2,2136,0.0009363295880149813
5,2136,0.0023408239700374533
2,2136,0.0009363295880149813
3,1569,0.0019120458891013384
3,1569,0.0019120458891013384
1,1569,0.0006373486297004461
13,1591,0.008170961659333752
4,1591,0.00251414204902577
1,1591,0.0006285355122564425
4,1591,0.00251414204902577
5,1443,0.003465003465003465
4,1443,0.002772002772002772
5,1443,0.003465003465003465
3,1443,0.002079002079002079
2,1100,0.0018181818181818182
6,1100,0.005454545454545455
6,1100,0.005454545454545455
3,1100,0.0027272727272727275
3,1100,0.0027272727272727275
4,1100,0.0036363636363636364
3,1100,0.0027272727272727275
3,1614,0.0018587360594795538
4,1614,0.0024783147459727386
8,1614,0.004956629491945477
6,1614,0.0037174721189591076
4,1614,0.0024783147459727386
3,1614,0.0018587360594795538
7,1614,0.004337050805452293
11,1972,0.005578093306288032
9,1972,0.004563894523326572
8,1972,0.004056795131845842
2,1972,0.0010141987829614604
5,1972,0.002535496957403651
1,1972,0.0005070993914807302
4,1972,0.002028397565922921
2,1972,0.0010141987829614604
8,1972,0.004056795131845842
0,1972,0.0
0,1972,0.0
3,1972,0.0015212981744421906
1,1972,0.0005070993914807302
1,1972,0.0005070993914807302
5,1972,0.002535496957403651
3,1972,0.0015212981744421906
3,1972,0.0015212981744421906
2,1972,0.0010141987829614604
2,1972,0.0010141987829614604
2,1972,0.0010141987829614604
1,1972,0.0005070993914807302
4,1972,0.002028397565922921
3,1972,0.0015212981744421906
3,1972,0.0015212981744421906
6,1832,0.0032751091703056767
7,1832,0.003820960698689956
4,1832,0.002183406113537118
4,1832,0.002183406113537118
5,1832,0.0027292576419213972
3,1832,0.0016375545851528383
1,1832,0.0005458515283842794
8,1777,0.004501969611705121
11,1777,0.0061902082160945416
7,1777,0.0039392234102419805
2,1777,0.0011254924029262803
0,1777,0.0
2,1777,0.0011254924029262803
2,1777,0.0011254924029262803
3,1777,0.0016882386043894203
8,921,0.008686210640608035
4,921,0.004343105320304018
3,1733,0.0017311021350259665
5,1733,0.0028851702250432777
2,1733,0.001154068090017311
1,1733,0.0005770340450086555
3,1733,0.0017311021350259665
1,1733,0.0005770340450086555
4,1733,0.002308136180034622
