ntracks_iso,ntracks_total,frac_kept
2,770,0.0025974025974025974
1,770,0.0012987012987012987
4,1007,0.003972194637537239
1,688,0.0014534883720930232
1,449,0.0022271714922048997
2,841,0.0023781212841854932
1,766,0.0013054830287206266
2,850,0.002352941176470588
0,825,0.0
1,527,0.0018975332068311196
1,527,0.0018975332068311196
2,1049,0.0019065776930409914
3,750,0.004
0,650,0.0
1,411,0.0024330900243309003
2,411,0.004866180048661801
2,1150,0.0017391304347826088
2,704,0.002840909090909091
6,1043,0.005752636625119847
2,779,0.0025673940949935813
1,776,0.001288659793814433
5,574,0.008710801393728223
1,574,0.0017421602787456446
2,608,0.003289473684210526
0,799,0.0
6,776,0.007731958762886598
1,684,0.0014619883040935672
4,683,0.005856515373352855
1,949,0.001053740779768177
0,786,0.0
0,557,0.0
2,557,0.003590664272890485
1,768,0.0013020833333333333
0,662,0.0
1,1169,0.000855431993156544
6,910,0.006593406593406593
2,805,0.002484472049689441
3,908,0.003303964757709251
2,984,0.0020325203252032522
1,723,0.0013831258644536654
3,748,0.004010695187165776
1,748,0.001336898395721925
6,676,0.008875739644970414
1,676,0.0014792899408284023
2,459,0.004357298474945534
5,954,0.005241090146750524
3,856,0.0035046728971962616
1,807,0.0012391573729863693
3,807,0.0037174721189591076
4,371,0.01078167115902965
2,827,0.0024183796856106408
2,827,0.0024183796856106408
1,557,0.0017953321364452424
1,991,0.0010090817356205853
3,785,0.003821656050955414
2,551,0.003629764065335753
2,551,0.003629764065335753
2,982,0.002036659877800407
4,982,0.004073319755600814
1,777,0.001287001287001287
2,515,0.003883495145631068
3,677,0.004431314623338257
3,677,0.004431314623338257
0,514,0.0
1,740,0.0013513513513513514
0,852,0.0
4,852,0.004694835680751174
1,405,0.0024691358024691358
1,697,0.0014347202295552368
5,699,0.00715307582260372
3,699,0.004291845493562232
2,800,0.0025
1,923,0.0010834236186348862
0,923,0.0
2,736,0.002717391304347826
0,736,0.0
1,582,0.001718213058419244
1,735,0.0013605442176870747
1,729,0.0013717421124828531
2,748,0.00267379679144385
5,825,0.006060606060606061
1,825,0.0012121212121212121
1,717,0.001394700139470014
1,833,0.0012004801920768306
0,834,0.0
1,855,0.0011695906432748538
1,937,0.0010672358591248667
1,660,0.0015151515151515152
2,726,0.0027548209366391185
3,726,0.004132231404958678
3,763,0.003931847968545216
7,932,0.0075107296137339056
1,798,0.0012531328320802004
6,804,0.007462686567164179
0,965,0.0
6,965,0.0062176165803108805
4,1018,0.003929273084479371
6,1018,0.005893909626719057
3,885,0.003389830508474576
0,756,0.0
1,756,0.0013227513227513227
0,636,0.0
1,636,0.0015723270440251573
5,671,0.007451564828614009
2,802,0.0024937655860349127
3,802,0.003740648379052369
2,709,0.0028208744710860366
1,848,0.0011792452830188679
2,898,0.0022271714922048997
0,810,0.0
5,852,0.005868544600938967
1,721,0.0013869625520110957
2,478,0.0041841004184100415
2,662,0.0030211480362537764
2,662,0.0030211480362537764
5,784,0.006377551020408163
0,784,0.0
2,738,0.0027100271002710027
4,791,0.0050568900126422255
1,791,0.0012642225031605564
3,866,0.003464203233256351
4,1066,0.00375234521575985
2,1029,0.001943634596695821
1,880,0.0011363636363636363
3,880,0.003409090909090909
0,507,0.0
0,860,0.0
4,858,0.004662004662004662
1,700,0.0014285714285714286
1,700,0.0014285714285714286
1,806,0.0012406947890818859
3,961,0.003121748178980229
1,716,0.0013966480446927375
3,716,0.004189944134078212
4,770,0.005194805194805195
1,952,0.0010504201680672268
3,792,0.003787878787878788
3,778,0.0038560411311053984
2,673,0.0029717682020802376
1,673,0.0014858841010401188
0,607,0.0
3,645,0.004651162790697674
2,645,0.0031007751937984496
2,752,0.0026595744680851063
1,751,0.0013315579227696406
5,895,0.00558659217877095
4,895,0.004469273743016759
2,619,0.0032310177705977385
1,536,0.0018656716417910447
2,325,0.006153846153846154
1,628,0.0015923566878980893
1,628,0.0015923566878980893
1,796,0.001256281407035176
2,896,0.002232142857142857
3,458,0.006550218340611353
2,458,0.004366812227074236
1,600,0.0016666666666666668
2,1028,0.0019455252918287938
2,1028,0.0019455252918287938
0,904,0.0
2,732,0.00273224043715847
3,755,0.003973509933774834
3,755,0.003973509933774834
2,726,0.0027548209366391185
0,654,0.0
1,874,0.0011441647597254005
3,874,0.003432494279176201
0,887,0.0
2,971,0.0020597322348094747
0,714,0.0
1,783,0.001277139208173691
2,876,0.00228310502283105
2,876,0.00228310502283105
2,583,0.003430531732418525
1,583,0.0017152658662092624
3,684,0.0043859649122807015
2,817,0.0024479804161566705
2,764,0.002617801047120419
2,764,0.002617801047120419
1,469,0.0021321961620469083
0,738,0.0
0,471,0.0
2,715,0.002797202797202797
2,863,0.002317497103128621
3,863,0.0034762456546929316
7,825,0.008484848484848486
3,626,0.004792332268370607
4,611,0.006546644844517185
0,750,0.0
2,705,0.0028368794326241137
0,555,0.0
3,555,0.005405405405405406
1,754,0.001326259946949602
4,775,0.005161290322580645
1,863,0.0011587485515643105
0,834,0.0
3,745,0.004026845637583893
2,744,0.002688172043010753
4,798,0.005012531328320802
1,798,0.0012531328320802004
2,935,0.0021390374331550803
3,567,0.005291005291005291
0,559,0.0
4,559,0.007155635062611807
4,727,0.005502063273727648
3,827,0.0036275695284159614
2,827,0.0024183796856106408
0,642,0.0
7,892,0.007847533632286996
3,892,0.0033632286995515697
4,641,0.0062402496099844
4,1164,0.003436426116838488
4,1164,0.003436426116838488
5,961,0.005202913631633715
3,961,0.003121748178980229
1,734,0.0013623978201634877
1,625,0.0016
3,830,0.0036144578313253013
3,830,0.0036144578313253013
2,642,0.003115264797507788
1,987,0.0010131712259371835
3,987,0.00303951367781155
3,728,0.004120879120879121
0,634,0.0
1,929,0.001076426264800861
1,863,0.0011587485515643105
2,462,0.004329004329004329
0,659,0.0
3,659,0.004552352048558422
1,871,0.001148105625717566
1,956,0.0010460251046025104
0,956,0.0
4,765,0.00522875816993464
1,765,0.00130718954248366
5,736,0.006793478260869565
3,925,0.003243243243243243
0,925,0.0
0,707,0.0
3,753,0.00398406374501992
0,753,0.0
2,919,0.002176278563656148
1,859,0.0011641443538998836
2,709,0.0028208744710860366
1,583,0.0017152658662092624
0,823,0.0
1,781,0.0012804097311139564
0,781,0.0
3,810,0.003703703703703704
2,743,0.0026917900403768506
3,743,0.004037685060565276
1,706,0.00141643059490085
2,623,0.0032102728731942215
3,766,0.0039164490861618795
2,458,0.004366812227074236
3,584,0.005136986301369863
1,635,0.0015748031496062992
1,635,0.0015748031496062992
4,822,0.004866180048661801
2,822,0.0024330900243309003
0,826,0.0
1,825,0.0012121212121212121
4,812,0.0049261083743842365
3,681,0.004405286343612335
0,488,0.0
3,634,0.00473186119873817
3,664,0.004518072289156626
3,747,0.004016064257028112
2,747,0.002677376171352075
5,788,0.006345177664974619
4,788,0.005076142131979695
8,843,0.009489916963226572
1,843,0.0011862396204033216
1,865,0.0011560693641618498
2,865,0.0023121387283236996
3,844,0.0035545023696682463
4,844,0.004739336492890996
2,599,0.00333889816360601
2,599,0.00333889816360601
2,676,0.0029585798816568047
1,862,0.001160092807424594
2,695,0.0028776978417266188
2,622,0.003215434083601286
0,622,0.0
0,621,0.0
1,850,0.001176470588235294
0,850,0.0
