events_attempted,events_used,events_read,two_photon_events,photons_scored,jets_scored,objects_scored,io_time_total_s,diagnostic_track_filter_time_total_s,overlap_time_total_s,feature_time_total_s,mass_time_total_s,postproc_time_total_s,overlap_plus_feature_time_total_s,total_wall_time_s,io_time_per_used_event_s,diagnostic_track_filter_time_per_used_event_s,overlap_time_per_used_event_s,feature_time_per_used_event_s,feature_time_per_object_s,overlap_plus_feature_time_per_used_event_s,mass_time_per_two_photon_event_s,total_wall_time_per_used_event_s,dr_overlap,dr_track,iso_dr,trk_pt_min,auc_max_fpr,auc,n_events_requested,converted_photons
10000,8956,8956,2475,9917,58904,68821,180.64625060008984,3.359942700153624,14.388489599979948,16.996581799736305,1.2408222998637939,17.379317599996284,31.385071399716253,234.1574557999993,0.02017041654757591,0.00037516108755623315,0.001606575435460021,0.001897787159416738,0.000246967957451015,0.003504362594876759,0.0005013423433793107,0.026145316636891392,0.2,0.1,0.2,0.75,1.0,0.9433258801002279,10000,excluded
