target_tpr,cut,achieved_tpr,fake_rate
0.8,0.11866161376894833,0.8000403347786629,0.07795735433926389
0.9,0.17089601157712284,0.9000705858626601,0.1339297840554122
0.95,0.23147056579398764,0.9500857114046587,0.20696387342115985
