event_id,m_gg
1938,129.58813097126767
1939,127.54137574404326
1947,125.57123832385973
1952,124.88082530670955
1953,125.39492135169489
1958,126.94830334885015
1962,129.6378342657905
1963,126.17286209266511
1964,125.60608853227356
1970,125.61859619583714
1977,128.17865472401516
1983,128.76387723548737
2007,127.44524752862375
2009,129.19552602959197
2010,120.7673109076155
2023,118.99386597825875
2029,122.95124017739806
2032,121.96112548724098
2034,127.81169734489677
2038,129.80453034621425
2044,124.28874422974499
2049,127.2264898399639
2055,126.48104409458148
2057,125.38954352826941
2061,121.23386941898326
2068,124.35284707932266
2073,126.00686564586047
2074,120.86130199950556
2081,127.0601678093028
2086,124.16567480096714
2087,129.2493383027111
2088,124.66378039855569
2090,124.9313221264471
2093,124.0390692694394
2100,125.35649286557185
2102,128.5414209649247
2104,124.45569736313193
2115,126.25053137860715
2117,124.09718462236071
2123,128.2653312146255
2126,122.2619651660188
2130,126.88783176620703
2131,127.04909658113696
2135,125.70442059416881
2136,128.11635343789473
2143,119.13289639986573
2146,133.9952803834835
2148,130.3518782501212
2152,134.16972142893707
2158,124.98027615109248
2161,124.67829961296367
2163,125.83817021128971
2166,125.3290744795667
2168,125.38416638234384
2169,122.39973369569115
2174,124.8181875919701
2176,125.27554461608966
2180,127.86940201726973
2185,123.99339786245537
2187,126.61534919705034
2190,119.01195099923446
2191,123.70241889713725
2198,126.73469091471682
2203,120.73212960983709
2206,124.01050018117144
2212,125.76018535062617
2213,126.20540271908345
2219,122.37194926620839
2222,124.65338467289828
2226,129.20562327261425
2228,129.60176795510202
2229,128.11255285955897
2232,125.69774202522724
2234,122.66296096761616
2236,125.15021827439496
2241,125.35206211511556
2244,126.61852062085794
2247,129.89482355571232
2248,124.94888030715397
2252,120.624331307631
2254,125.78709800131425
2262,124.8522015906164
2265,126.7767606816707
2275,125.28629771181033
2278,125.33636576130776
2282,124.73710578019706
2285,120.54602381930943
2286,125.24039963984333
2292,127.69148978420868
2294,121.95405749209893
2297,128.9867188315426
2298,130.5509311718613
2301,123.77690567547656
2303,122.51261189721399
2311,116.89712652448509
2312,125.49176019497153
2313,121.82505667102171
2317,126.8923038208516
2327,124.3645372622409
2330,125.88715890721615
2336,126.61459712702194
2338,125.70440513517268
2339,126.3280397841075
2346,124.49461385527076
2350,125.94602126302969
2351,128.36045847767278
2355,126.23240630191721
2367,128.80610891181172
2369,123.59810811434288
2370,123.71208630802214
2374,122.73860636418846
2375,122.24317321183243
2378,124.24458964434919
2388,128.18741523219325
2391,124.33321521236219
2393,126.99037676018885
2394,124.16801041370074
2396,127.92700110042128
2400,126.74228740374144
2404,123.4853483423411
2410,124.4749835616126
2411,125.07292881452715
2417,126.41040200518556
2421,124.79095948394205
2426,129.11614334647558
2430,118.14527990225922
2432,128.80209431176715
2433,123.73519701341631
2434,125.84358197586371
2436,124.49439347989158
2437,129.5943071733486
2440,124.0286825703335
2445,124.36375412499777
2446,123.96450490342671
2448,125.01420815502226
2463,126.56647229934222
2467,126.88057137819465
2475,125.32496694108947
2476,124.12080797375936
2478,126.7337442797176
2483,123.82080617057537
2486,127.22599221762232
2488,124.84551077799694
2490,126.38683410058243
2493,128.63122985675284
2502,127.03475061119872
2504,122.4743491522411
2508,130.93607447603074
2516,127.63568512981095
2518,123.13170435351108
2519,125.23641546220662
2520,125.25823478846134
2526,131.92615071832307
2529,123.62185778552701
2535,130.27020030222167
2538,122.59821749047936
2539,125.74107953129682
2540,120.77685772681734
2541,121.89726546337914
2549,134.3974119275642
2551,128.63529083826003
2552,126.100813381622
2560,125.56856476540952
2563,124.79320435295882
2566,123.28409334127545
2573,125.50035423740255
2575,125.95923184294641
2576,128.0508770307641
2579,124.43936148357432
2582,128.62673485000266
2593,130.6005897275536
